id,name,meaning,gender,origin,PeoplesCount,WhenPeoplesCount,Source
41530,jenilynn,Variation of Jenny which is a diminutive of Jane and Jennifer.Note: This Database is Copyright Dogwood Technical Services Inc. 1995.,Female,English,67,07.07.2016 0:19:28,myData.biz
41531,jenina,Diminutive form of Jane or Jeanne.,Female,French,1000,07.07.2016 0:19:38,myData.biz
41532,jenine,Diminutive form of Jane or Jeanne.,Female,French,4000,07.07.2016 0:19:45,myData.biz
41533,jenise,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,3000,07.07.2016 0:19:54,myData.biz
41534,jenisei,"""I made it up from Genesis, the meaning of Jennifer is white wave and the meaning of Genesis is origin so the meaning could be white waves origin or the ocean or the sea etc.""",Female,Unknown,4,07.07.2016 0:20:00,myData.biz
41535,jenita,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,1000,07.07.2016 0:20:10,myData.biz
41536,jenna,Modern variant of Jenny and Jennifer.,Female,English,157000,07.07.2016 0:20:17,myData.biz
41537,jennabel,Modern variant of Jenny and Jennifer.,Female,English,13,07.07.2016 0:20:26,myData.biz
41538,jennabeth,Spiritual gift.,Female,Celtic,50,07.07.2016 0:20:35,myData.biz
41539,jennae,Modern name based on Jane or Jean: Based on Janai meaning God has answered.,Female,English,432,07.07.2016 0:20:41,myData.biz
41540,jennah,Modern variant of Jenny and Jennifer.,Female,English,2000,07.07.2016 0:20:50,myData.biz
41541,jennalee,Modern variant of Jenny and Jennifer.,Female,English,553,07.07.2016 0:21:00,myData.biz
41542,jennaleigh,,Female,Unknown,203,07.07.2016 0:21:06,myData.biz
41543,jennalyn,Modern variant of Jenny and Jennifer.,Female,English,519,07.07.2016 0:21:15,myData.biz
41544,jennalyn,Modern variant of Jenny and Jennifer.,Male,English,519,07.07.2016 0:21:20,myData.biz
41545,jennarae,Modern variant of Jenny and Jennifer.,Female,English,132,07.07.2016 0:21:31,myData.biz
41546,jennasee,Modern variant of Jenny and Jennifer.,Female,English,6,07.07.2016 0:21:37,myData.biz
41547,jennavieve,Phonetic variant of Genevieve.,Female,English,87,07.07.2016 0:21:47,myData.biz
41548,jennay,Modern name based on Jane or Jean: Based on Janai meaning God has answered.,Female,English,855,07.07.2016 0:21:54,myData.biz
41549,jennelle,Diminutive form of Jeanne.,Female,English,1000,07.07.2016 0:22:02,myData.biz
41550,jennelle,Diminutive form of Jeanne.,Male,English,1000,07.07.2016 0:22:08,myData.biz
41551,jennessa,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,297,07.07.2016 0:22:20,myData.biz
41552,jenneva,Phonetic variant of Genevieve.,Female,English,29,07.07.2016 0:22:26,myData.biz
41553,jenni,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,58000,07.07.2016 0:22:32,myData.biz
41554,jennie,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,49000,07.07.2016 0:22:41,myData.biz
41555,jennifer,Fair one. Variant of Guinevere. In Arthurian Mythology Guinevere was Arthur's queen.,Female,Arthurian Legend,1000000,07.07.2016 0:22:49,myData.biz
41556,jennifer,Fair one. Variant of Guinevere. In Arthurian Mythology Guinevere was Arthur's queen.,Female,English,1000000,07.07.2016 0:22:56,myData.biz
41557,jennifer,White wave,Female,Celtic,1000000,07.07.2016 0:23:04,myData.biz
41558,jennika,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,404,07.07.2016 0:23:14,myData.biz
41559,jennilee,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,611,07.07.2016 0:23:22,myData.biz
41560,jennilyn,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,1000,07.07.2016 0:23:30,myData.biz
41561,jennine,Diminutive form of Jane or Jeanne.,Female,French,2000,07.07.2016 0:23:37,myData.biz
41562,jennis,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,1000,07.07.2016 0:23:46,myData.biz
41563,jennis,Variation of Jenny which is a diminutive of Jane and Jennifer.,Male,English,1000,07.07.2016 0:23:52,myData.biz
41564,jenny,Diminutive of Jane and Jennifer.,Female,English,413000,07.07.2016 0:24:01,myData.biz
41565,jenny,White wave,Female,Celtic,413000,07.07.2016 0:24:07,myData.biz
41566,jennyann,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,221,07.07.2016 0:24:18,myData.biz
41567,jennyfer,White wave,Female,Celtic,10000,07.07.2016 0:24:25,myData.biz
41568,jenny-lee,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,3000,07.07.2016 0:24:34,myData.biz
41569,jenny-lee,Variation of Jenny which is a diminutive of Jane and Jennifer.,Male,English,3000,07.07.2016 0:24:39,myData.biz
41570,jennyver,White wave,Female,Celtic,28,07.07.2016 0:24:50,myData.biz
41571,jeno,well-born,Male,Greek,4000,07.07.2016 0:24:57,myData.biz
41572,jenralyn,Modern blend of Jerry and Marilyn.,Female,English,0,07.07.2016 0:25:03,myData.biz
41573,jens,Danish form of John (God is gracious),Male,Danish,81000,07.07.2016 0:25:13,myData.biz
41574,jens,Gift from God,Male,Hebrew,81000,07.07.2016 0:25:19,myData.biz
41575,jens,"Scandinavian form of John, &quot;the Lord is gracious.&quot;Variants include Jensen, and Jenson. KNUT",Male,Scandinavian,81000,07.07.2016 0:25:27,myData.biz
41576,jensen,Unknown,Male,Unknown,162000,07.07.2016 0:25:36,myData.biz
41577,jensina,God has blessed,Female,Hebrew,65,07.07.2016 0:25:45,myData.biz
41578,jensine,God has blessed,Female,Hebrew,433,07.07.2016 0:25:54,myData.biz
41579,jensine,God is generous,Female,Danish,433,07.07.2016 0:26:00,myData.biz
41580,jenyd,Variant of Garrett rules by the spear.,Male,English,11,07.07.2016 0:26:09,myData.biz
41581,jeoffroi,Divine peace,Male,French,9,07.07.2016 0:26:17,myData.biz
41582,jeorjia,Modern phonetic variant of Georgia.,Female,English,62,07.07.2016 0:26:28,myData.biz
41583,jeovana,Feminine of Giovanni: variant of Jovana.,Female,English,624,07.07.2016 0:26:35,myData.biz
41584,jeovanna,Feminine of Giovanni: variant of Jovana.,Female,English,255,07.07.2016 0:26:43,myData.biz
41585,jephtah,First born,Male,Hebrew,80,07.07.2016 0:26:50,myData.biz
41586,jerad,Descending. A pre-flood Biblical name. The character Jared on the late Sixties TV western The Big Valley.,Male,Hebrew,3000,07.07.2016 0:26:57,myData.biz
41587,jerad,Variant of Garrett rules by the spear.,Male,English,3000,07.07.2016 0:27:04,myData.biz
41588,jerah,Jehovah has seen. A Biblical name. A lunar month: also a given name.,Male,Hebrew,562,07.07.2016 0:27:14,myData.biz
41589,jeraldine,Variant of Geraldine.,Female,English,2000,07.07.2016 0:27:22,myData.biz
41590,jeraldo,Variant of Gerald Rules by the spear.,Male,Spanish,486,07.07.2016 0:27:30,myData.biz
41591,jeralyn,Modern blend of Jerry and Marilyn.,Female,English,1000,07.07.2016 0:27:38,myData.biz
41592,jeramiah,God will uplift:exalted.,Male,Hebrew,756,07.07.2016 0:27:45,myData.biz
41593,jeramie,Variant of Jeremiah in use since the Middle Ages.,Male,English,2000,07.07.2016 0:27:54,myData.biz
41594,jeramy,Variant of Jeremiah in use since the Middle Ages.,Male,English,3000,07.07.2016 0:28:01,myData.biz
41595,jeran,Modern variant of Israeli Jaron cry of rejoicing.,Male,English,716,07.07.2016 0:28:10,myData.biz
41596,jerande,Variant of Garrett rules by the spear.,Male,English,4,07.07.2016 0:28:16,myData.biz
41597,jerard,Variant of Gerard Rules by the spear. English surname.,Male,English,1000,07.07.2016 0:28:27,myData.biz
41598,jerard,Variant of Gerard Rules by the spear. English surname.,Male,French,1000,07.07.2016 0:28:34,myData.biz
41599,jerardo,Variant of Gerard Rules by the spear.,Male,Spanish,349,07.07.2016 0:28:42,myData.biz
41600,jerean,,Female,Unknown,13,07.07.2016 0:28:48,myData.biz
41601,jered,Variant of Garrett rules by the spear.,Male,English,2000,07.07.2016 0:28:58,myData.biz
41602,jerek,,Male,Unknown,306,07.07.2016 0:29:06,myData.biz
41603,jerel,Strong: open-minded. Blend of Jerold and Darell.,Male,English,2000,07.07.2016 0:29:12,myData.biz
41604,jerelyn,Modern blend of Jerry and Marilyn.,Female,English,538,07.07.2016 0:29:22,myData.biz
41605,jeremee,Varient of Jeremiah.,Male,Unknown,103,07.07.2016 0:29:30,myData.biz
41606,jeremi,Exalted of the Lord,Male,Hebrew,3000,07.07.2016 0:29:38,myData.biz
41607,jeremiah,Exalted of the Lord,Male,Hebrew,55000,07.07.2016 0:29:45,myData.biz
41608,jeremias,Exalted of the Lord,Male,Hebrew,12000,07.07.2016 0:29:52,myData.biz
41609,jeremias,Jehovah exalts.,Male,Spanish,12000,07.07.2016 0:30:00,myData.biz
41610,jeremie,Exalted of the Lord,Male,Hebrew,12000,07.07.2016 0:30:08,myData.biz
41611,jeremie,Variant of Jeremiah in use since the Middle Ages.,Male,English,12000,07.07.2016 0:30:15,myData.biz
41612,jeremy,Exalted of the Lord,Male,Hebrew,349000,07.07.2016 0:30:24,myData.biz
41613,jeremy,Variant of Jeremiah in use since the Middle Ages.,Male,English,349000,07.07.2016 0:30:31,myData.biz
41614,jeremyah,Variant of Jeremiah.,Male,Unknown,119,07.07.2016 0:30:42,myData.biz
41615,jeren,Modern variant of Israeli Jaron cry of rejoicing.,Male,English,2000,07.07.2016 0:30:49,myData.biz
41616,jerett,Spear strong. Variant of Garrett.,Male,English,162,07.07.2016 0:30:58,myData.biz
41617,jeriah,Jehovah has seen. A Biblical name.,Male,Hebrew,270,07.07.2016 0:31:08,myData.biz
41618,jerianne,,Female,Unknown,164,07.07.2016 0:31:14,myData.biz
41619,jeric,Strong: gifted ruler. Blend of Jer- and Derrick.,Male,English,5000,07.07.2016 0:31:22,myData.biz
41620,jericho,City of the moon. In the bible Jericho was a Canaan city destroyed when its walls fell down.,Male,Arabic,15000,07.07.2016 0:31:29,myData.biz
41621,jerick,Strong: gifted ruler. Blend of Jer- and Derrick.,Male,English,2000,07.07.2016 0:31:38,myData.biz
41622,jerico,City of the moon. Variant of Hebrew Jericho.,Male,Spanish,5000,07.07.2016 0:31:46,myData.biz
41623,jeriel,Strong: open-minded. Blend of Jerold and Darell.,Male,English,903,07.07.2016 0:31:54,myData.biz
41624,jerilyn,Modern blend of Jerry and Marilyn.,Female,English,3000,07.07.2016 0:32:02,myData.biz
41625,jerilynn,Modern blend of Jerry and Marilyn.,Female,English,450,07.07.2016 0:32:09,myData.biz
41626,jermain,Brotherly. Variant of Germaine. Singer Jermaine Jackson.,Male,English,2000,07.07.2016 0:32:17,myData.biz
41627,jermaine,Brotherly. Variant of Germaine. Singer Jermaine Jackson.,Male,English,22000,07.07.2016 0:32:25,myData.biz
41628,jermane,Brotherly. Variant of Germaine. Singer Jermaine Jackson.,Male,English,309,07.07.2016 0:32:35,myData.biz
41629,jermayne,Brotherly. Variant of Germaine. Singer Jermaine Jackson.,Male,English,314,07.07.2016 0:32:43,myData.biz
41630,jerod,Variant of Garrett rules by the spear.,Male,English,4000,07.07.2016 0:32:49,myData.biz
41631,jerold,Variant of Gerald Rules by the spear.,Male,Spanish,2000,07.07.2016 0:32:57,myData.biz
41632,jerome,holy name,Male,Greek,120000,07.07.2016 0:33:05,myData.biz
41633,jeronimo,Spanish form of Jerome saved,Male,Spanish,25000,07.07.2016 0:33:13,myData.biz
41634,jerrad,Variant of Garrett rules by the spear.,Male,English,943,07.07.2016 0:33:21,myData.biz
41635,jerrah,Jehovah has seen. A Biblical name.,Male,Hebrew,163,07.07.2016 0:33:30,myData.biz
41636,jerrald,Variant of Gerald Rules by the spear.,Male,Spanish,227,07.07.2016 0:33:39,myData.biz
41637,jerrall,Strong: open-minded. Blend of Jerold and Darell.,Male,English,24,07.07.2016 0:33:45,myData.biz
41638,jerred,Variant of Garrett rules by the spear.,Male,English,981,07.07.2016 0:33:53,myData.biz
41639,jerrel,Strong: open-minded. Blend of Jerold and Darell.,Male,English,1000,07.07.2016 0:34:02,myData.biz
41640,jerrell,Strong: open-minded. Blend of Jerold and Darell.,Male,English,4000,07.07.2016 0:34:09,myData.biz
41641,jerren,Modern variant of Israeli Jaron cry of rejoicing.,Male,English,303,07.07.2016 0:34:19,myData.biz
41642,jerrett,Spear strong. Variant of Garrett.,Male,English,930,07.07.2016 0:34:24,myData.biz
41643,jerric,Strong: gifted ruler. Blend of Jer- and Derrick.,Male,English,246,07.07.2016 0:34:35,myData.biz
41644,jerrick,Strong: gifted ruler. Blend of Jer- and Derrick.,Male,English,1000,07.07.2016 0:34:41,myData.biz
41645,jerrico,Moon city,Male,Arabic,355,07.07.2016 0:34:50,myData.biz
41646,jerriel,Strong: open-minded. Blend of Jerold and Darell.,Male,English,104,07.07.2016 0:34:58,myData.biz
41647,jerrilyn,Modern blend of Jerry and Marilyn.,Female,English,407,07.07.2016 0:35:07,myData.biz
41648,jerrin,Modern variant of Israeli Jaron cry of rejoicing.,Male,English,744,07.07.2016 0:35:13,myData.biz
41649,jerrod,Variant of Garrett rules by the spear.,Male,English,6000,07.07.2016 0:35:21,myData.biz
41650,jerrold,Variant of Gerald Rules by the spear.,Male,Spanish,3000,07.07.2016 0:35:30,myData.biz
41651,jerron,Modern variant of Israeli Jaron cry of rejoicing.,Male,English,722,07.07.2016 0:35:37,myData.biz
41652,jerry,Abbreviation of names beginning with Jer- See also Gerry.,Male,English,308000,07.07.2016 0:35:45,myData.biz
41653,jerryl,Strong: open-minded. Blend of Jerold and Darell.,Male,English,355,07.07.2016 0:35:54,myData.biz
41654,jerusha,Married,Female,Hebrew,1000,07.07.2016 0:36:00,myData.biz
41655,jervis,Variant of the French name Gervaise spearman.,Male,English,6000,07.07.2016 0:36:09,myData.biz
41656,jeryl,Strong: open-minded. Blend of Jerold and Darell.,Male,English,934,07.07.2016 0:36:17,myData.biz
41657,jerzie,Variant of Jersey.,Female,English,69,07.07.2016 0:36:27,myData.biz
41658,jesaja,God will help.,Male,German,105,07.07.2016 0:36:34,myData.biz
41659,jeshurun,"""Righteous or Upright One, another name for Israel.""",Male,Hebrew,616,07.07.2016 0:36:42,myData.biz
41660,jesiah,Variant of Joshua. Variant of Jesse Jehovah exists.,Male,Hebrew,245,07.07.2016 0:36:51,myData.biz
41661,jesika,Alternate Spelling: Jessica.,Female,Unknown,5000,07.07.2016 0:36:57,myData.biz
41662,jeslyn,Blessed with wealth and beauty.,Female,French,2000,07.07.2016 0:37:05,myData.biz
41663,jeslynn,Variant of Jessica Lynn.,Female,Unknown,137,07.07.2016 0:37:14,myData.biz
41664,jesper,jasper stone,Male,French,28000,07.07.2016 0:37:21,myData.biz
41665,jesper,Jasperstone,Male,French,28000,07.07.2016 0:37:27,myData.biz
41666,jess,Variant of Jesse Jehovah exists.,Male,Hebrew,220000,07.07.2016 0:37:36,myData.biz
41667,jessamina,Jasmine,Female,French,58,07.07.2016 0:37:48,myData.biz
41668,jessamine,Jasmine,Female,French,2000,07.07.2016 0:37:53,myData.biz
41669,jessamyn,A flower name from the older form Jessamine.,Female,Arabic,894,07.07.2016 0:38:02,myData.biz
41670,jessamyn,A flower name from the older form Jessamine.,Female,French,894,07.07.2016 0:38:07,myData.biz
41671,jesse,Jehovah exists. In the bible Jesse was shepherd-father of King David. Also used for girls.,Male,English,0,07.07.2016 0:38:16,myData.biz
41672,jesse,Wealthy,Male,Hebrew,0,07.07.2016 0:38:23,myData.biz
41673,jessee,,Male,Unknown,4000,07.07.2016 0:38:33,myData.biz
41674,jessemy,"""Flower: sensitive, and fragile.""",Female,Hebrew,39,07.07.2016 0:38:43,myData.biz
41675,jessey,Variant of Jesse Jehovah exists.,Male,Hebrew,2000,07.07.2016 0:38:49,myData.biz
41676,jessica,Rich,Female,Hebrew,1000000,07.07.2016 0:38:56,myData.biz
41677,jessie,Rich,Female,Hebrew,129000,07.07.2016 0:39:04,myData.biz
41678,jessie,Wealthy: Variant of Jesse Jehovah exists.,Male,Hebrew,129000,07.07.2016 0:39:11,myData.biz
41679,jessy,Variant of Jesse Jehovah exists.,Male,Hebrew,52000,07.07.2016 0:39:20,myData.biz
41680,jesus,Abbreviation of Joshua from the Hebrew name Jehoshua meaning Jehovah is salvation.,Male,Hebrew,1000000,07.07.2016 0:39:28,myData.biz
41681,jesus,Named for Jesus,Male,Spanish,1000000,07.07.2016 0:39:35,myData.biz
41682,jesusa,Named for Jesus,Female,Spanish,3000,07.07.2016 0:39:45,myData.biz
41683,jethro,Overflowing: abundance. In the bible the Midian priest Jethro was Moses' father-in-law. Jett: (Hebrew/English) Variant of Hebrew Jethro overflowing: abundance.),Male,Hebrew,7000,07.07.2016 0:39:53,myData.biz
41684,jett,"""Excellence, abundance, riches.""",Male,Hebrew,14000,07.07.2016 0:40:01,myData.biz
41685,jewel,Jewel,Female,French,44000,07.07.2016 0:40:09,myData.biz
41686,jeyce,Alternate Spelling: Jace. Healer.,Female,Unknown,149,07.07.2016 0:40:19,myData.biz
41687,jezebel,Impure,Female,Hebrew,2000,07.07.2016 0:40:25,myData.biz
41688,jia li,good and beautiful,Female,Chinese,663,07.07.2016 0:40:34,myData.biz
41689,jiang li,river beautiful,Female,Chinese,385,07.07.2016 0:40:41,myData.biz
41690,jianna,God is Gracious.,Female,Italian,785,07.07.2016 0:40:49,myData.biz
41691,jiao,beautiful; handsome; tender; lovely; charming,Female,Chinese,42000,07.07.2016 0:40:57,myData.biz
41692,jibade,related to royalty,Male,Egyptian,44,07.07.2016 0:41:07,myData.biz
41693,jibril,Archangel,Male,Arabic,5000,07.07.2016 0:41:13,myData.biz
41694,jiera,Beautiful one,Female,American,100,07.07.2016 0:41:23,myData.biz
41695,jifunza,Swahili name meaning &quot;teach oneself.&quot;,Female,African,4,07.07.2016 0:41:28,myData.biz
41696,jihad,struggle; holy war,Male,Arabic,13000,07.07.2016 0:41:36,myData.biz
41697,jilian,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,1000,07.07.2016 0:41:45,myData.biz
41698,jilienne,Alternate Spelling: Jillian. Young Child.,Female,Latin,16,07.07.2016 0:41:54,myData.biz
41699,jill,girl,Female,English,192000,07.07.2016 0:42:01,myData.biz
41700,jill,Girl: Abbreviation of Jillian or Gillian. Jove's child.,Female,English,192000,07.07.2016 0:42:08,myData.biz
41701,jillanne,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,113,07.07.2016 0:42:19,myData.biz
41702,jillayne,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,150,07.07.2016 0:42:27,myData.biz
41703,jillene,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,378,07.07.2016 0:42:35,myData.biz
41704,jillesa,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,15,07.07.2016 0:42:41,myData.biz
41705,jillian,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,55000,07.07.2016 0:42:49,myData.biz
41706,jilliane,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,469,07.07.2016 0:42:59,myData.biz
41707,jilliann,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,292,07.07.2016 0:43:06,myData.biz
41708,jilliann,Jove's child. Variant of Gillian from the masculine Julian.,Male,English,292,07.07.2016 0:43:12,myData.biz
41709,jillianna,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,63,07.07.2016 0:43:23,myData.biz
41710,jillianne,Jove's child. Variant of Gillian from the masculine Julian.,Female,English,442,07.07.2016 0:43:31,myData.biz
41711,jilly,Abbreviation of Jillian or Gillian. Jove's child.,Female,English,5000,07.07.2016 0:43:37,myData.biz
41712,jilt,money,Male,Dutch,155,07.07.2016 0:43:45,myData.biz
41713,jim,Supplanter,Male,Hebrew,655000,07.07.2016 0:43:53,myData.biz
41714,jim,Variant of Jacob Supplanter.,Male,English,655000,07.07.2016 0:44:00,myData.biz
41715,jimena,Heard,Female,Spanish,36000,07.07.2016 0:44:10,myData.biz
41716,jimi,Modern feminine of Jimmy.,Female,English,15000,07.07.2016 0:44:17,myData.biz
41717,jimiyu,Luhya of Kenya name meaning &quot;born during the dry season.&quot;,Male,African,6,07.07.2016 0:44:25,myData.biz
41718,jimmi,Modern feminine of Jimmy.,Female,English,5000,07.07.2016 0:44:33,myData.biz
41719,jimmie,Variant of Jacob Supplanter.,Male,English,16000,07.07.2016 0:44:40,myData.biz
41720,jimmy,Supplanter,Male,Hebrew,320000,07.07.2016 0:44:49,myData.biz
41721,jimmy,Variant of Jacob Supplanter.,Male,English,320000,07.07.2016 0:44:55,myData.biz
41722,jin,gold,Female,Chinese,122000,07.07.2016 0:45:05,myData.biz
41723,jineen,Diminutive form of Jane or Jeanne.,Female,French,77,07.07.2016 0:45:15,myData.biz
41724,jing,crystal; sparkling,Female,Chinese,47000,07.07.2016 0:45:21,myData.biz
41725,jinni,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,875,07.07.2016 0:45:29,myData.biz
41726,jinny,Variation of Jenny which is a diminutive of Jane and Jennifer.,Female,English,7000,07.07.2016 0:45:37,myData.biz
41727,jinny,Variation of Jenny which is a diminutive of Jane and Jennifer.,Male,English,7000,07.07.2016 0:45:43,myData.biz
41728,jirair,hard-working,Male,Armenian,185,07.07.2016 0:45:54,myData.biz
41729,jiri,farmer,Male,Greek,20000,07.07.2016 0:46:01,myData.biz
41730,jiri,Zezuru of Zimbabwe name meaning &quot;forest of wild fruits.&quot;,Male,African,20000,07.07.2016 0:46:07,myData.biz
41731,jirina,feminine form of Jirka (farmer),Female,Czechoslovakian,964,07.07.2016 0:46:18,myData.biz
41732,jirka,farmer,Male,Czechoslovakian,5000,07.07.2016 0:46:26,myData.biz
41733,jiro,second son,Male,Japanese,7000,07.07.2016 0:46:33,myData.biz
41734,jiro,Second son.,Male,Japanese,7000,07.07.2016 0:46:39,myData.biz
41735,jiselle,Pledge. Phonetic spelling of Giselle.,Female,English,830,07.07.2016 0:46:50,myData.biz
41736,jivanta,gives life,Female,Indian,32,07.07.2016 0:46:57,myData.biz
41737,jiya,Piece of heart,Female,"""urdu,indian""",5000,07.07.2016 0:47:05,myData.biz
41738,jizelle,,Female,Unknown,461,07.07.2016 0:47:14,myData.biz
41739,jo,Abbreviation of names like Joanna and Josephine. Also used as a prefix in compound names like Jobeth and Jolisa.,Female,English,647000,07.07.2016 0:47:21,myData.biz
41740,joachim,God prepares,Male,Hebrew,35000,07.07.2016 0:47:28,myData.biz
41741,joah,,Male,Unknown,738,07.07.2016 0:47:37,myData.biz
41742,joan,Feminine of John.,Female,English,231000,07.07.2016 0:47:45,myData.biz
41743,joan,Gift from God,Female,Hebrew,231000,07.07.2016 0:47:52,myData.biz
41744,joana,the Lord is gracious,Female,Romanian,79000,07.07.2016 0:48:01,myData.biz
41745,joana,Variant of Joan.,Female,English,79000,07.07.2016 0:48:08,myData.biz
41746,joandra,Strong and Courageous. God is Gracious.,Female,Unknown,171,07.07.2016 0:48:19,myData.biz
41747,joanie,Variant of Joan.,Female,English,11000,07.07.2016 0:48:25,myData.biz
41748,joanie,Variant of Joan.,Male,English,10000,07.07.2016 4:15:04,myData.biz
41749,joann,Variant of Joan.,Female,English,49000,07.07.2016 4:15:11,myData.biz
41750,joanna,Gift from God,Female,Hebrew,193000,07.07.2016 4:15:19,myData.biz
41751,joanna,God's gift,Female,French,193000,07.07.2016 4:15:26,myData.biz
41752,joanna,Variant of Joan. Feminine of John.,Female,English,193000,07.07.2016 4:15:34,myData.biz
41753,joanne,Variant of Joan,Female,English,161000,07.07.2016 4:15:43,myData.biz
41754,joanne,Variant of Joan,Female,French,161000,07.07.2016 4:15:50,myData.biz
41755,joaquin,Abbreviation of the Hebrew name Jehoichin meaning Jehovah has established. Joaquin Miller the colorful 19th century poet-adventurer of the American west.,Male,Spanish,135000,07.07.2016 4:15:59,myData.biz
41756,joaquina,God shall establish,Female,Hebrew,6000,07.07.2016 4:16:08,myData.biz
41757,joaquina,Prepared,Female,Spanish,6000,07.07.2016 4:16:14,myData.biz
41758,joaquine,God shall establish,Female,Hebrew,53,07.07.2016 4:16:25,myData.biz
41759,joash,Yahweh has given or Yahweh has helped.,Male,Hebrew,2000,07.07.2016 4:16:32,myData.biz
41760,job,Persecuted,Male,Hebrew,382000,07.07.2016 4:16:39,myData.biz
41761,jobe,Variant of Job persecuted,Male,English,8000,07.07.2016 4:16:48,myData.biz
41762,jobe,Variant of Job persecuted,Male,Hebrew,8000,07.07.2016 4:16:55,myData.biz
41763,joben,enjoy cleanness,Male,Japanese,493,07.07.2016 4:17:05,myData.biz
41764,jobina,Persecuted,Female,Hebrew,265,07.07.2016 4:17:13,myData.biz
41765,joby,Variant of Job persecuted,Male,English,6000,07.07.2016 4:17:20,myData.biz
41766,joby,Variant of Job persecuted,Male,Hebrew,6000,07.07.2016 4:17:26,myData.biz
41767,jocasta,myth name (a queen of Thebes),Female,Greek,777,07.07.2016 4:17:36,myData.biz
41768,jocelin,Supplanter,Female,Hebrew,3000,07.07.2016 4:17:44,myData.biz
41769,jocelina,Medieval male name adopted as a feminine name.,Female,English,188,07.07.2016 4:17:53,myData.biz
41770,jocelina,Medieval male name adopted as a feminine name.,Female,French,188,07.07.2016 4:17:58,myData.biz
41771,jocelina,Medieval male name adopted as a feminine name.,Male,French,188,07.07.2016 4:18:06,myData.biz
41772,joceline,Medieval male name adopted as a feminine name.,Female,English,2000,07.07.2016 4:18:16,myData.biz
41773,joceline,Medieval male name adopted as a feminine name.,Female,French,2000,07.07.2016 4:18:22,myData.biz
41774,joceline,Supplanter,Female,Hebrew,2000,07.07.2016 4:18:30,myData.biz
41775,jocelyn,Medieval male name adopted as a feminine name.,Female,French,71000,07.07.2016 4:18:39,myData.biz
41776,jocelyn,Medieval male name adopted as a feminine name.,Male,French,71000,07.07.2016 4:18:46,myData.biz
41777,jocelyn,Playful,Female,English,71000,07.07.2016 4:18:54,myData.biz
41778,jocelyn,Supplanter,Female,Hebrew,71000,07.07.2016 4:19:02,myData.biz
41779,jocelyne,Medieval male name adopted as a feminine name.,Female,French,11000,07.07.2016 4:19:12,myData.biz
41780,jocelyne,Playful: Medieval male name adopted as a feminine name.,Female,English,11000,07.07.2016 4:19:18,myData.biz
41781,jocelynn,Medieval male name adopted as a feminine name.,Female,English,2000,07.07.2016 4:19:28,myData.biz
41782,jocelynn,Medieval male name adopted as a feminine name.,Female,French,2000,07.07.2016 4:19:34,myData.biz
41783,jochebed,God's glory,Female,Hebrew,249,07.07.2016 4:19:45,myData.biz
41784,jocheved,God is glorious,Male,Hebrew,28,07.07.2016 4:19:54,myData.biz
41785,jock,God has been gracious: has shown favor. Based on John or Jacques.,Male,Scottish,7000,07.07.2016 4:19:59,myData.biz
41786,jock,Supplanter,Male,Hebrew,7000,07.07.2016 4:20:06,myData.biz
41787,joda,A biblical ancestor of Christ.,Female,Hebrew,4000,07.07.2016 4:20:16,myData.biz
41788,joda,Feminine of nickname for Joseph and Jude.,Female,English,4000,07.07.2016 4:20:22,myData.biz
41789,jodayne,Grace of God,Female,Hebrew,6,07.07.2016 4:20:31,myData.biz
41790,jodee,Feminine of nickname for Joseph and Jude.,Female,English,4000,07.07.2016 4:20:40,myData.biz
41791,jodi,Feminine of nickname for Joseph and Jude.,Female,English,68000,07.07.2016 4:20:47,myData.biz
41792,jodie,Feminine of nickname for Joseph and Jude.,Female,English,55000,07.07.2016 4:20:56,myData.biz
41793,jodie,Praised,Female,Hebrew,55000,07.07.2016 4:21:02,myData.biz
41794,jody,Feminine of nickname for Joseph and Jude.,Female,English,68000,07.07.2016 4:21:12,myData.biz
41795,jody,Nickname for Joseph and Jude.,Male,English,68000,07.07.2016 4:21:18,myData.biz
41796,joe,Abbreviation of Joseph.,Male,English,922000,07.07.2016 4:21:28,myData.biz
41797,joeanna,Variant of Joan.,Female,English,285,07.07.2016 4:21:37,myData.biz
