id,name,meaning,gender,origin,PeoplesCount,WhenPeoplesCount,Source
31170,aurick,Noble valor,Male,English,143,04.07.2016 20:07:19,myData.biz
31171,aurik,Noble leader,Male,German,177,04.07.2016 20:07:31,myData.biz
31172,auriville,From the gold town,Male,French,17,04.07.2016 20:07:44,myData.biz
31173,aurkena,Present,Female,Spanish,43,04.07.2016 20:07:56,myData.biz
31174,aurkene,Present,Female,Spanish,84,04.07.2016 20:08:03,myData.biz
31175,aurnia,Golden lady,Female,Irish,56,04.07.2016 20:08:10,myData.biz
31176,aurora,"&quot;Dawn.&quot; According to ancient Greek mythology, Aurora is the goddess of the dawn. Aurora was mother of Memnon, King of Aethiopia, whose African troops came to the aid of the Trojans at Troy.She is also known as EOS.",Female,African,262000,04.07.2016 20:08:16,myData.biz
31177,aurore,Dawn. Aurora was the mythological Roman goddess of dawn. Aura was goddess of breezes.,Female,French,16000,04.07.2016 20:08:25,myData.biz
31178,ausar,myth name (another name for Osiris),Male,Egyptian,360,04.07.2016 20:08:33,myData.biz
31179,auset,myth name (another name for Isis),Female,Egyptian,312,04.07.2016 20:08:42,myData.biz
31180,aushara,Blessings from heaven.,Female,Unknown,5,04.07.2016 20:08:48,myData.biz
31181,austen,Variant of Augustine.,Female,English,12000,04.07.2016 20:08:56,myData.biz
31182,austen,Variant of Augustine.,Male,English,12000,04.07.2016 20:09:03,myData.biz
31183,austen,Variant of Augustine.,Male,French,12000,04.07.2016 20:09:11,myData.biz
31184,auster,myth name,Male,Greek,1000,04.07.2016 20:09:20,myData.biz
31185,austin,Variant of Augustine.,Male,English,1000000,04.07.2016 20:09:29,myData.biz
31186,austin,Variant of Augustine.,Male,French,1000000,04.07.2016 20:09:35,myData.biz
31187,austina,Variant of Augustine.,Female,English,498,04.07.2016 20:09:47,myData.biz
31188,austina,Variant of Augustine.,Female,French,498,04.07.2016 20:09:51,myData.biz
31189,austine,Variant of Augustine.,Female,English,5000,04.07.2016 20:10:01,myData.biz
31190,austine,Variant of Augustine.,Female,French,5000,04.07.2016 20:10:07,myData.biz
31191,austyn,Variant of Augustine.,Male,English,3000,04.07.2016 20:10:19,myData.biz
31192,austyn,Variant of Augustine.,Male,French,3000,04.07.2016 20:10:23,myData.biz
31193,autena,God hears me.,Female,Persian,6,04.07.2016 20:10:34,myData.biz
31194,autolycus,myth name (son of Hermes),Male,Greek,43,04.07.2016 20:10:42,myData.biz
31195,autonoe,myth name (mother of Actaeon),Female,Greek,6,04.07.2016 20:10:49,myData.biz
31196,autumn,born in the fall,Female,English,69000,04.07.2016 20:10:57,myData.biz
31197,autumn,Born in the fall: The fall season.,Female,English,69000,04.07.2016 20:11:05,myData.biz
31198,autumn,myth name,Female,Greek,69000,04.07.2016 20:11:11,myData.biz
31199,ava,Variant of medieval given names Avis and Aveline,Female,English,74000,04.07.2016 20:11:20,myData.biz
31200,avagail,My father rejoices. Biblical: the name of King David's third wife described as good in discretion and beautiful in form.,Female,Hebrew,25,04.07.2016 20:11:32,myData.biz
31201,avah,Variant of medieval given names Avis and Aveline,Female,English,542,04.07.2016 20:11:37,myData.biz
31202,avalee,Variant of medieval given names Avis and Aveline,Female,English,87,04.07.2016 20:11:46,myData.biz
31203,avalei,A refuge in battle.,Female,English,4,04.07.2016 20:11:53,myData.biz
31204,avalloc,Father of Modron,Male,Arthurian Legend,3,04.07.2016 20:11:59,myData.biz
31205,avalon,Arthur's burial place,Female,Arthurian,30000,04.07.2016 20:12:08,myData.biz
31206,avalon,Arthur's burial place,Female,Arthurian Legend,30000,04.07.2016 20:12:15,myData.biz
31207,avarair,from Avarair,Male,Armenian,1,04.07.2016 20:12:23,myData.biz
31208,avaron,Arthur's burial place,Female,Arthurian Legend,107,04.07.2016 20:12:36,myData.biz
31209,avarona,Arthur's burial place,Female,Arthurian Legend,6,04.07.2016 20:12:40,myData.biz
31210,avedis,brings good news,Male,Armenian,946,04.07.2016 20:12:49,myData.biz
31211,avelaine,Nut,Female,French,30,04.07.2016 20:13:03,myData.biz
31212,avelina,Variant of medieval given names Avis and Aveline,Female,English,3000,04.07.2016 20:13:05,myData.biz
31213,aveline,Nut,Female,French,1000,04.07.2016 20:13:13,myData.biz
31214,aveline,Variant of medieval given names Avis and Aveline,Female,English,1000,04.07.2016 20:13:19,myData.biz
31215,avelyn,Variant of medieval given names Avis and Aveline,Female,English,393,04.07.2016 20:13:30,myData.biz
31216,avenall,Lives near the oatfield,Male,French,24,04.07.2016 20:13:39,myData.biz
31217,aveneil,Lives near the oatfield,Male,French,4,04.07.2016 20:13:44,myData.biz
31218,avenelle,Lives near the oatfield,Male,French,31,04.07.2016 20:13:53,myData.biz
31219,avent,Born during Advent,Male,French,3000,04.07.2016 20:14:01,myData.biz
31220,avera,Transgresses,Female,Hebrew,4000,04.07.2016 20:14:10,myData.biz
31221,averell,Wild boar,Male,English,487,04.07.2016 20:14:19,myData.biz
31222,averey,"""Strong, wise, desired one.""",Male,African,129,04.07.2016 20:14:26,myData.biz
31223,averil,born in April,Male,Anglo,1000,04.07.2016 20:14:33,myData.biz
31224,averil,Born in April,Male,Anglo-Saxon,1000,04.07.2016 20:14:40,myData.biz
31225,averil,Opening buds of spring: born in April.,Female,English,1000,04.07.2016 20:14:47,myData.biz
31226,averil,Wild boar,Male,English,1000,04.07.2016 20:14:55,myData.biz
31227,averill,Born in April,Male,Anglo-Saxon,4000,04.07.2016 20:15:04,myData.biz
31228,averill,Opening buds of spring: born in April.,Female,English,4000,04.07.2016 20:15:11,myData.biz
31229,averill,Wild boar,Male,English,4000,04.07.2016 20:15:19,myData.biz
31230,avernus,myth name (portal to Hades),Male,Greek,158,04.07.2016 20:15:29,myData.biz
31231,avery,elf ruler,Male,English,104000,04.07.2016 20:15:36,myData.biz
31232,avery,Elf ruler or from the old ford,Male,English,104000,04.07.2016 20:15:43,myData.biz
31233,avery,rules the elves,Male,Anglo,104000,04.07.2016 20:15:51,myData.biz
31234,avery,Rules the elves,Male,Anglo-Saxon,104000,04.07.2016 20:16:00,myData.biz
31235,avery,Rules with elf-wisdom.,Male,French,104000,04.07.2016 20:16:07,myData.biz
31236,averyel,Variant of Avery.,Female,English,3,04.07.2016 20:16:16,myData.biz
31237,averyl,Born in April,Female,English,275,04.07.2016 20:16:27,myData.biz
31238,avi,father,Male,Hebrew,53000,04.07.2016 20:16:32,myData.biz
31239,avia,Modern blend of Ava and Ana.,Female,English,10000,04.07.2016 20:16:41,myData.biz
31240,aviana,Modern blend of Ava and Ana.,Female,English,1000,04.07.2016 20:16:48,myData.biz
31241,aviance,Modern blend of Ava and Ana.,Female,English,1000,04.07.2016 20:16:57,myData.biz
31242,avianna,Modern blend of Ava and Ana.,Female,English,381,04.07.2016 20:17:05,myData.biz
31243,avice,Warlike,Female,French,408,04.07.2016 20:17:15,myData.biz
31244,avicenna,myth name,Male,Arabic,3000,04.07.2016 20:17:21,myData.biz
31245,avichai,My father is alive,Male,Hebrew,275,04.07.2016 20:17:31,myData.biz
31246,avichayil,Gives joy,Female,Hebrew,38,04.07.2016 20:17:39,myData.biz
31247,avidan,God is just,Male,Hebrew,1000,04.07.2016 20:17:45,myData.biz
31248,avidan,God is just or father,Male,Hebrew,1000,04.07.2016 20:17:51,myData.biz
31249,avidor,Father of a multitude,Male,Hebrew,354,04.07.2016 20:18:03,myData.biz
31250,aviel,Father,Male,Hebrew,1000,04.07.2016 20:18:09,myData.biz
31251,avigail,Gives joy,Female,Hebrew,2000,04.07.2016 20:18:17,myData.biz
31252,avigdor,Father protection,Male,Hebrew,881,04.07.2016 20:18:24,myData.biz
31253,avilon,Arthur's burial place,Female,Arthurian Legend,498,04.07.2016 20:18:32,myData.biz
31254,avimelech,Father is king,Male,Hebrew,37,04.07.2016 20:18:43,myData.biz
31255,avinoam,Pleasant father,Male,Hebrew,514,04.07.2016 20:18:48,myData.biz
31256,aviram,Father of heights,Male,Hebrew,2000,04.07.2016 20:18:56,myData.biz
31257,avis,Refuge in battle,Female,English,38000,04.07.2016 20:19:03,myData.biz
31258,avisha,Gift from God,Male,Hebrew,806,04.07.2016 20:19:14,myData.biz
31259,avishai,Gift from God,Male,Hebrew,1000,04.07.2016 20:19:21,myData.biz
31260,avital,Father of dew,Male,Hebrew,4000,04.07.2016 20:19:29,myData.biz
31261,aviv,Young,Male,Hebrew,127000,04.07.2016 20:19:36,myData.biz
31262,aviva,Innocent: Springtime.,Female,Hebrew,43000,04.07.2016 20:19:44,myData.biz
31263,aviva,Strength or courage. Also a reference to Abraham,Male,Hebrew,43000,04.07.2016 20:19:51,myData.biz
31264,avivah,Springtime.,Female,Hebrew,486,04.07.2016 20:20:02,myData.biz
31265,avivi,Innocent: Springtime.,Female,Hebrew,707,04.07.2016 20:20:08,myData.biz
31266,avivit,Innocent,Female,Hebrew,608,04.07.2016 20:20:18,myData.biz
31267,avlynn,Variant of medieval given names Avis and Aveline,Female,English,11,04.07.2016 20:20:26,myData.biz
31268,avner,Father of light,Male,Hebrew,3000,04.07.2016 20:20:32,myData.biz
31269,avniel,Father or strong,Male,Hebrew,83,04.07.2016 20:20:45,myData.biz
31270,avniel,God is my rock,Male,Hebrew,83,04.07.2016 20:20:48,myData.biz
31271,avonaco,Cheyenne name meaning &quot; lean bear.&quot; AWAN,Male,Native,30,04.07.2016 20:21:02,myData.biz
31272,avonaco,Lean bear (Cheyenne),Male,Native American,30,04.07.2016 20:21:04,myData.biz
31273,avonmora,From the great river,Female,Irish,7,04.07.2016 20:21:12,myData.biz
31274,avonmore,From the great river,Male,Irish,666,04.07.2016 20:21:24,myData.biz
31275,avraham,Father of a multitude,Male,Hebrew,6000,04.07.2016 20:21:28,myData.biz
31276,avrey,,Male,Unknown,182,04.07.2016 20:21:39,myData.biz
31277,avriel,Opening buds of spring: born in April.,Female,English,661,04.07.2016 20:21:45,myData.biz
31278,avril,born in April,Female,English,45000,04.07.2016 20:21:52,myData.biz
31279,avril,Opening buds of spring: born in April.,Female,English,45000,04.07.2016 20:22:01,myData.biz
31280,avrill,Opening buds of spring: born in April.,Female,English,744,04.07.2016 20:22:16,myData.biz
31281,avryl,Born in April,Female,English,220,04.07.2016 20:22:27,myData.biz
31282,avsalom,Father of peace,Male,Hebrew,4,04.07.2016 20:22:32,myData.biz
31283,avshalom,Father of peace,Male,Hebrew,550,04.07.2016 20:22:41,myData.biz
31284,avyanna,"""Strong, Powerful, Beautiful. Woman""",Female,American,30,04.07.2016 20:22:50,myData.biz
31285,awad,reward; compensation,Male,Arabic,35000,04.07.2016 20:22:56,myData.biz
31286,awan,Somebody,Male,Native American,41000,04.07.2016 20:23:06,myData.biz
31287,awanata,Miwok name meaning &quot; turtle.&quot;,Female,Native,9,04.07.2016 20:23:13,myData.biz
31288,awarnach,a giant,Male,Arthurian,5,04.07.2016 20:23:19,myData.biz
31289,awarnach,A giant,Male,Arthurian Legend,5,04.07.2016 20:23:27,myData.biz
31290,awenasa,Cherokee name meaning &quot;my\r \r home.&quot;\r \r \r \r AWENDELA,Female,Native,27,04.07.2016 20:23:39,myData.biz
31291,awenasa,My home (Cherokee),Female,Native American,27,04.07.2016 20:23:44,myData.biz
31292,awendela,Morning,Female,Native American,23,04.07.2016 20:23:59,myData.biz
31293,awenita,Fawn,Female,Native American,6,04.07.2016 20:24:08,myData.biz
31294,awiergan,cursed,Male,Anglo,2,04.07.2016 20:24:15,myData.biz
31295,awiergan,Cursed,Male,Anglo-Saxon,2,04.07.2016 20:24:23,myData.biz
31296,awinita,Cherokee name meaning &quot;fawn.&quot;,Female,Native,19,04.07.2016 20:24:39,myData.biz
31297,awinita,Fawn (Cherokee),Female,Native American,19,04.07.2016 20:24:47,myData.biz
31298,awnan,Little Adam,Male,Irish,4,04.07.2016 20:24:56,myData.biz
31299,axel,Father of peace,Male,German,125000,04.07.2016 20:25:04,myData.biz
31300,axel,Father of peace,Male,Hebrew,125000,04.07.2016 20:25:11,myData.biz
31301,axel,vigilant,Male,Danish,125000,04.07.2016 20:25:19,myData.biz
31302,axella,Peace,Female,Hebrew,130,04.07.2016 20:25:32,myData.biz
31303,axelle,Peace,Female,Hebrew,8000,04.07.2016 20:25:37,myData.biz
31304,axton,Swordsman's stone,Male,English,1000,04.07.2016 20:25:45,myData.biz
31305,aya,Bird,Female,Hebrew,298000,04.07.2016 20:25:53,myData.biz
31306,aya,legend name,Female,French,298000,04.07.2016 20:25:59,myData.biz
31307,ayaan,Gift of God.,Male,Arabic,5000,04.07.2016 20:26:08,myData.biz
31308,ayabusa,WE RULE,Male,Africa,16,04.07.2016 20:26:20,myData.biz
31309,ayah,Miracle.,Female,Arabic,13000,04.07.2016 20:26:25,myData.biz
31310,ayah,sign; distinct,Female,Arabic,13000,04.07.2016 20:26:31,myData.biz
31311,ayala,Doe.,Female,Hebrew,117000,04.07.2016 20:26:41,myData.biz
31312,ayalah,Behind,Female,Hebrew,104,04.07.2016 20:26:51,myData.biz
31313,ayalisse,"""Unique, beautiful, and divine.""",Female,American,14,04.07.2016 20:26:58,myData.biz
31314,ayame,iris,Female,Japanese,5000,04.07.2016 20:27:04,myData.biz
31315,ayame,Silent butie,Female,Japenese,5000,04.07.2016 20:27:11,myData.biz
31316,ayan,Somali female name meaning &quot;bright.&quot;,Female,African,76000,04.07.2016 20:27:20,myData.biz
31317,ayana,Ethiopian female name meaning &quot;beautiful flower.&quot;,Female,African,23000,04.07.2016 20:27:29,myData.biz
31318,ayasha,Little one (Chippewa),Female,Native American,625,04.07.2016 20:27:37,myData.biz
31319,ayashe,Cheyenne name meaning &quot;little one.&quot;,Female,Native,63,04.07.2016 20:27:46,myData.biz
31320,ayashe,Little one (Chippewa),Female,Native American,63,04.07.2016 20:27:51,myData.biz
31321,ayawamat,Hopi name meaning &quot; one who follows orders.&quot; BEMOSSED,Male,Native,0,04.07.2016 20:27:59,myData.biz
31322,ayawamat,One who follows orders (Hopi),Male,Native American,0,04.07.2016 20:28:07,myData.biz
31323,ayda,Benefit.,Female,Arabic,16000,04.07.2016 20:28:17,myData.biz
31324,ayden,Fiery. Alternate Spelling: Aiden.,Male,Irish,6000,04.07.2016 20:28:25,myData.biz
31325,ayeisha,Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.,Female,Arabic,413,04.07.2016 20:28:34,myData.biz
31326,ayers,Heir to a fortune.,Male,English,24000,04.07.2016 20:28:41,myData.biz
31327,ayesha,Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.,Female,Arabic,39000,04.07.2016 20:28:49,myData.biz
31328,ayiana,Eternal blossom,Female,Native American,142,04.07.2016 20:28:58,myData.biz
31329,ayisha,Lively,Female,Arabic,3000,04.07.2016 20:29:05,myData.biz
31330,ayisha,"These Swahili and Arabic female names mean &quot;woman, life, alive&quot; and refer to the Muslim Prophet Muhammed's favored wife. See Aisha under the Arabic category for more variants.",Female,African,3000,04.07.2016 20:29:11,myData.biz
31331,ayita,Cherokee name meaning &quot;first to dance.&quot; BENA,Female,Native,236,04.07.2016 20:29:22,myData.biz
31332,ayita,First to dance (Cherokee),Female,Native American,236,04.07.2016 20:29:28,myData.biz
31333,ayla,Oak tree. In literature Ayla is the Cro-Magnon heroine of Jean Auel's Clan of rhe Cave Bear,Female,Hebrew,109000,04.07.2016 20:29:37,myData.biz
31334,aylmer,infamous,Male,English,2000,04.07.2016 20:29:45,myData.biz
31335,aylward,noble protector,Male,English,3000,04.07.2016 20:29:53,myData.biz
31336,ayman,lucky; on the right,Male,Arabic,124000,04.07.2016 20:30:00,myData.biz
31337,aymon,legend name,Male,French,470,04.07.2016 20:30:11,myData.biz
31338,ayn,Prayer,Female,Hebrew,9000,04.07.2016 20:30:17,myData.biz
31339,ayo,Of uncertain African origin.Means &quot;happiness.&quot;,Male,African,28000,04.07.2016 20:30:25,myData.biz
31340,ayo,Yoruba of Nigeria name meaning &quot;joy.&quot;,Female,African,28000,04.07.2016 20:30:31,myData.biz
31341,ayodeji,Double joy,Female,Nigeria,9000,04.07.2016 20:30:41,myData.biz
31342,ayriauna,Holy or strong.,Female,Latin,5,04.07.2016 20:30:48,myData.biz
31343,ayrwode,From the fir forest,Male,English,0,04.07.2016 20:30:55,myData.biz
31344,aysha,Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.,Female,Arabic,18000,04.07.2016 20:31:04,myData.biz
31345,ayska,Lively,Female,Arabic,569,04.07.2016 20:31:14,myData.biz
31346,ayub,Muslim name meaning &quot;penitent&quot; and referring to the biblical Job.,Male,African,23000,04.07.2016 20:31:20,myData.biz
31347,ayubu,"Swahili equivalent of Ayub, meaning &quot;patience in suffering; perseverence.&quot;",Male,African,450,04.07.2016 20:31:29,myData.biz
31348,ayyad,meaning unknown,Male,Arabic,9000,04.07.2016 20:31:37,myData.biz
31349,ayyub,a prophet's name,Male,Arabic,3000,04.07.2016 20:31:45,myData.biz
31350,aza,comfort,Male,Arabic,46000,04.07.2016 20:31:52,myData.biz
31351,aza,Swahili name meaning &quot;powerful.&quot;,Female,African,46000,04.07.2016 20:31:59,myData.biz
31352,azalea,flower,Female,Hebrew,11000,04.07.2016 20:32:09,myData.biz
31353,azaria,Gift of God,Female,Hebrew,3000,04.07.2016 20:32:21,myData.biz
31354,azaria,God helps,Male,Hebrew,3000,04.07.2016 20:32:23,myData.biz
31355,azarious,God helps,Male,Hebrew,11,04.07.2016 20:32:32,myData.biz
31356,azaryah,God helps,Male,Hebrew,25,04.07.2016 20:32:42,myData.biz
31357,azaryahu,God helps,Male,Hebrew,27,04.07.2016 20:32:52,myData.biz
31358,azeem,defender; referring to one of God's nine qualities,Male,Arabic,19000,04.07.2016 20:32:57,myData.biz
31359,azeeza,cherished; esteemed,Female,Arabic,961,04.07.2016 20:33:07,myData.biz
31360,azekel,Angolanname meaning &quot;praising the lord.&quot;,Male,African,4,04.07.2016 20:33:14,myData.biz
31361,azelia,Flower,Female,Hebrew,507,04.07.2016 20:33:22,myData.biz
31362,azelie,Flower,Female,Hebrew,61,04.07.2016 20:33:32,myData.biz
31363,azhaire,Famous. Variant of Azhar.,Male,Polish,4,04.07.2016 20:33:36,myData.biz
31364,azhaire,Light.,Male,Arabic,4,04.07.2016 20:33:43,myData.biz
31365,azhar,Flower,Female,Arabic,90000,04.07.2016 20:33:52,myData.biz
31366,azhar,most shining; luminous,Male,Arabic,90000,04.07.2016 20:33:59,myData.biz
31367,azhara,Flower,Female,Arabic,2000,04.07.2016 20:34:08,myData.biz
31368,azi,Nigerian name meaning &quot;youth.&quot;,Male,African,14000,04.07.2016 20:34:17,myData.biz
31369,azia,The rising sun. The name of the continent used as a given name. According to the Koran the Pharaoh's wife Asia raised the infant Moses. A variant of Aisha: (life).,Female,Arabic,3000,04.07.2016 20:34:25,myData.biz
31370,azibo,African name meaning &quot;the whole earth.&quot;,Male,African,59,04.07.2016 20:34:32,myData.biz
31371,azibo,earth,Male,Egyptian,59,04.07.2016 20:34:39,myData.biz
31372,aziel,Flower,Female,Hebrew,945,04.07.2016 20:34:48,myData.biz
31373,azikiwe,African name meaning &quot;full of vigor.&quot;,Male,African,8000,04.07.2016 20:34:58,myData.biz
31374,azima,Defender,Female,Arabic,2000,04.07.2016 20:35:05,myData.biz
31375,azinza,The word for &quot;mermaid&quot; in the Mina language of Togo.,Female,African,1,04.07.2016 20:35:11,myData.biz
31376,aziz,dear,Male,Arabian,353000,04.07.2016 20:35:23,myData.biz
31377,aziza,Cherished: Beloved,Female,Arabic,36000,04.07.2016 20:35:30,myData.biz
31378,aziza,cherished; esteemed,Female,Arabic,36000,04.07.2016 20:35:35,myData.biz
31379,aziza,meaning unknown,Female,Hebrew,36000,04.07.2016 20:35:43,myData.biz
31380,aziza,precious,Female,Egyptian,36000,04.07.2016 20:35:51,myData.biz
31381,aziza,Somali name meaning &quot;gorgeous.&quot;,Female,African,36000,04.07.2016 20:35:59,myData.biz
31382,azizah,Cherished,Female,Arabic,25000,04.07.2016 20:36:08,myData.biz
31383,azizah,cherished; esteemed,Female,Arabic,25000,04.07.2016 20:36:15,myData.biz
31384,azize,precious,Male,Turkish,20000,04.07.2016 20:36:27,myData.biz
31385,azizi,precious,Male,Egyptian,23000,04.07.2016 20:36:32,myData.biz
31386,azizi,"Swahili name and Kiswahili word meaning &quot;a treasure, excellent; precious one.&quot;",Male,African,23000,04.07.2016 20:36:39,myData.biz
31387,azmariah,Queen,Female,Unknown,5,04.07.2016 20:36:48,myData.biz
31388,azmera,Male and female name in both Amharic and Tigrinya languages of Ethiopia.It means &quot;harvest.&quot; BAHATI,Female,African,148,04.07.2016 20:36:58,myData.biz
31389,azmik,Princess,Female,Arabic,25,04.07.2016 20:37:06,myData.biz
31390,azrael,God is my help.,Male,Hebrew,3000,04.07.2016 20:37:12,myData.biz
31391,azraff,elegant,Male,Arabian,54,04.07.2016 20:37:22,myData.biz
31392,azriel,God helps,Male,Hebrew,3000,04.07.2016 20:37:29,myData.biz
31393,azucena,Lily.,Female,Arabic,16000,04.07.2016 20:37:37,myData.biz
31394,azura,blue,Female,French,8000,04.07.2016 20:37:45,myData.biz
31395,azura,Sky-blue.,Female,English,8000,04.07.2016 20:37:51,myData.biz
31396,azura,Sky-blue.,Female,French,8000,04.07.2016 20:37:59,myData.biz
31397,azure,Sky-blue.,Female,English,15000,04.07.2016 20:38:08,myData.biz
31398,azure,Sky-blue.,Female,French,15000,04.07.2016 20:38:15,myData.biz
31399,azurine,Sky-blue.,Female,English,45,04.07.2016 20:38:26,myData.biz
31400,azurine,Sky-blue.,Female,French,45,04.07.2016 20:38:31,myData.biz
31401,azusa,Lily.,Female,Arabic,33000,04.07.2016 20:38:42,myData.biz
31402,azusena,Lily.,Female,Arabic,199,04.07.2016 20:38:51,myData.biz
31403,azzah,"young, female gazelle",Female,Arabic,0,04.07.2016 20:38:55,myData.biz
31404,azzam,Determined,Male,Arabic,15000,04.07.2016 20:39:04,myData.biz
31405,azzaria,Gift of God.,Female,Hebrew,99,04.07.2016 20:39:15,myData.biz
31406,azzure,Unknown,Female,African American,258,04.07.2016 20:39:21,myData.biz
31407,baal,meaning unknown,Male,Egyptian,4000,04.07.2016 20:39:29,myData.biz
31408,bab,From the gateway,Female,Arabic,182000,04.07.2016 20:39:37,myData.biz
31409,bab,meaning unknown,Female,Celtic,182000,04.07.2016 20:39:43,myData.biz
31410,babafemi,loved by his father,Male,Egyptian,632,04.07.2016 20:39:53,myData.biz
31411,babatunde,"Yoruba of Nigeria name meaning &quot;father has returned&quot; which means the child resembles one of his grandfathers.Variant, Tunde, exists.",Male,African,14000,04.07.2016 20:40:00,myData.biz
31412,babette,stranger,Female,French,6000,04.07.2016 20:40:09,myData.biz
31413,babette,Stranger: Traveler from a foreign land. In Catholic custom St. Barbara is a protectress against fire and lightning.,Female,French,6000,04.07.2016 20:40:17,myData.biz
31414,babu,"A Kiswahili name meaning &quot;grandfather.&quot;Also, a West African name meaning &quot;willing.&quot;",Male,African,121000,04.07.2016 20:40:24,myData.biz
31415,babukar,Wolof of Senegal name.Meaning unknown.,Male,African,26,04.07.2016 20:40:39,myData.biz
31416,bac,Bank,Male,Scottish,207000,04.07.2016 20:40:48,myData.biz
31417,backstere,Baker,Male,English,1,04.07.2016 20:40:55,myData.biz
31418,bacstair,baker,Male,Gaelic,0,04.07.2016 20:41:03,myData.biz
31419,badal,substitute,Male,Arabian,7000,04.07.2016 20:41:12,myData.biz
31420,badawi,"Bedouin, Nomad",Male,Arabian,8000,04.07.2016 20:41:20,myData.biz
31421,bader,Full Moon,Male,Arabic,46000,04.07.2016 20:41:28,myData.biz
31422,badi'a,unprecedented; admirable; unique,Female,Arabic,86,04.07.2016 20:41:39,myData.biz
31423,badr,full moon,Male,Arabic,38000,04.07.2016 20:41:44,myData.biz
31424,badr,moon,Male,Arabian,38000,04.07.2016 20:41:51,myData.biz
31425,badr al din,full moon of the faith,Male,Arabic,27,04.07.2016 20:42:03,myData.biz
31426,badra,full moon,Female,Arabic,3000,04.07.2016 20:42:08,myData.biz
31427,badriyyah,resembling the full moon,Female,Arabic,82,04.07.2016 20:42:19,myData.biz
31428,badru,born during the full moon,Male,Egyptian,2000,04.07.2016 20:42:26,myData.biz
31429,badru,Swahili name meaning &quot;born at full moon.&quot;,Male,African,2000,04.07.2016 20:42:31,myData.biz
31430,badu,An Ashanti of Ghana name meaning &quot;tenth-born child.&quot;,Male,African,4000,04.07.2016 20:42:41,myData.biz
31431,baduna,meaning unknown,Male,Romanian,73,04.07.2016 20:42:50,myData.biz
31432,baecere,baker,Male,Anglo,2,04.07.2016 20:42:55,myData.biz
31433,baecere,Baker,Male,Anglo-Saxon,2,04.07.2016 20:43:03,myData.biz
31434,baen,Fair skinned,Male,Scottish,495,04.07.2016 20:43:15,myData.biz
31435,baerhloew,Ruler or lives on the bare hill,Male,English,3,04.07.2016 20:43:20,myData.biz
31436,baethan,Foolish,Male,Irish,20,04.07.2016 20:43:30,myData.biz
31437,bagdemagus,Father of Meleagant,Male,Arthurian Legend,7,04.07.2016 20:43:36,myData.biz
31438,bagdemagus,father of Meleagant (twelfth century),Male,Arthurian,7,04.07.2016 20:43:43,myData.biz
31439,baghel,Ox,Male,Arabic,6000,04.07.2016 20:43:54,myData.biz
31440,baha,beautiful; magnificent,Male,Arabic,64000,04.07.2016 20:44:00,myData.biz
31441,baha al din,magnificence of the faith,Male,Arabic,3,04.07.2016 20:44:08,myData.biz
31442,bahir,Sparkling,Male,Arabic,4000,04.07.2016 20:44:16,myData.biz
31443,bahira,Sparkling,Female,Arabic,484,04.07.2016 20:44:26,myData.biz
31444,bahira,sparkling; brilliant,Female,Arabic,484,04.07.2016 20:44:31,myData.biz
31445,"bahira, baheera",sparkling; brilliant,Female,Arabic,0,04.07.2016 20:44:39,myData.biz
31446,bahiti,fortune,Female,Egyptian,143,04.07.2016 20:44:53,myData.biz
31447,bahiya,beautiful; radiant,Female,Arabic,322,04.07.2016 20:44:59,myData.biz
31448,baibre,Strange,Female,Irish,6,04.07.2016 20:45:04,myData.biz
31449,baigh,From the upper part,Male,Scottish,61,04.07.2016 20:45:13,myData.biz
31450,bailee,Courtyard within castle walls: steward or public official. Surname or given name.,Female,English,6000,04.07.2016 20:45:22,myData.biz
31451,bailee,Courtyard within castle walls: steward or public official. Surname or given name.,Female,French,6000,04.07.2016 20:45:27,myData.biz
31452,bailey,Courtyard within castle walls: steward or public official. Surname or given name.,Female,English,258000,04.07.2016 20:45:36,myData.biz
31453,bailey,Courtyard within castle walls: steward or public official. Surname or given name.,Female,French,258000,04.07.2016 20:45:43,myData.biz
31454,bailey,steward,Male,French,258000,04.07.2016 20:45:51,myData.biz
31455,bailey,Steward or public official: man in charge.,Male,English,258000,04.07.2016 20:45:59,myData.biz
31456,bailey,Steward or public official: man in charge.,Male,French,258000,04.07.2016 20:46:09,myData.biz
31457,bailintin,Valiant,Male,Irish,0,04.07.2016 20:46:15,myData.biz
31458,baillidh,steward,Male,Gaelic,1,04.07.2016 20:46:23,myData.biz
31459,bailoch,From the pasture,Male,Scottish,0,04.07.2016 20:46:31,myData.biz
31460,bain,lives near the clear stream,Male,Gaelic,47000,04.07.2016 20:46:40,myData.biz
31461,bainbridge,lives by the bridge over the stream,Male,Gaelic,15000,04.07.2016 20:46:48,myData.biz
31462,bainbridge,lives near the bridge over the white water,Male,English,15000,04.07.2016 20:46:55,myData.biz
31463,bainbrydge,Lives near the bridge over the white water,Male,English,0,04.07.2016 20:47:03,myData.biz
31464,baird,Bard,Male,Celtic,40000,04.07.2016 20:47:12,myData.biz
31465,baird,Bard,Male,Irish,40000,04.07.2016 20:47:19,myData.biz
31466,baird,From Baird,Male,Scottish,40000,04.07.2016 20:47:27,myData.biz
31467,baird,Minstrel: a singer-poet.,Male,English,40000,04.07.2016 20:47:35,myData.biz
